id,label,domain,taxonomy_id,language,country,channel,text,split
NVJI-0053092,scam,investment,I04,es,AR,whatsapp,"[unknown_sender] actúa​ inmediatamente​ — plataforma de trading. rentabilidad diaria. https://investment-i04-24.invalid/nv-0fb5655a60.
[recipient] Verifique por el canal oficial de la organización.
[unknown_sender] dentro de una hora. rentabilidad diaria.
[recipient] No se requiere tarifa, depósito, contraseña, OTP ni transferencia de dinero.
[unknown_sender] envíame dinero 5000. https://case-24.invalid/nv-0fb5655a60 Ref: NV-0FB5655A60",train
NVJI-0054932,scam,investment,I04,ms,BN,job_board,"[unknown_sender] dalam masa satu jam — peluang pelaburan. keuntungan tanpa risiko. https://investment-i04-21.invalid/nv-048477d6c7.
[recipient] Sahkan melalui saluran rasmi organisasi.
[unknown_sender] bertindak segera. pulangan dijamin.
[recipient] Tiada yuran, deposit, kata laluan, OTP atau pindahan wang diperlukan.
[unknown_sender] pindahkan wang sekarang 120. https://case-21.invalid/nv-048477d6c7 Ref: NV-048477D6C7",train
NVJI-0015396,scam,investment,I04,es,MX,whatsapp,actúa​ inmediatamente​ — plataforma de trading. rentabilidad diaria. https://investment-i04-0.invalid/nv-6fa23c8ae2. Ref: NV-6FA23C8AE2,train
NVJI-0017477,scam,investment,I05,th,TH,whatsapp,คำเตือนครั้งสุดท้าย. ลงทุนคริปโต. ผลตอบแทนรายวัน. โอนเงินตอนนี้ 250. hxxps://investment-i05-44[.]invalid/nv-8b751ae46e Ref: NV-8B751AE46E,train
NVJI-0015093,scam,investment,I05,pt,PT,job_board,aviso final... plataforma de negociação. sem risco. transfira o dinheiro agora 1000. https://investment-i05-85.invalid/nv-d50dcf4098 Ref: NV-D50DCF4098,train
NVJI-0013957,scam,investment,I05,bn,IN,social_media_dm,শেষ সতর্কতা. বিনিয়োগের সুযোগ. নিশ্চিত লাভ. পেমেন্ট করুন 49. https：//investment-i05-16.invalid/nv-a471114364 Ref： NV-A471114364,test
NVJI-0052837,scam,investment,I05,vi,VN,sms,"[unknown_sender] trong vòng một giờ... nền tảng giao dịch. không rủi ro. gửi tiền cho tôi 1000. https://investment-i05-60.invalid/nv-9efe654410
[recipient] Hãy xác minh qua kênh chính thức của tổ chức.
[unknown_sender] trong vòng một giờ. lợi nhuận hàng ngày.
[recipient] Không yêu cầu phí, tiền đặt cọc, mật khẩu, OTP hoặc chuyển tiền.
[unknown_sender] gửi tiền cho tôi 1000. https://case-60.invalid/nv-9efe654410 Ref: NV-9EFE654410",train
NVJI-0014885,scam,investment,I05,fr,CA,job_board,dernier avertissement. investissement en cryptomonnaie. rendement quotidien. transférez l'argent maintenant 250. hxxps://investment-i05-71[.]invalid/nv-f34737e783 Ref: NV-F34737E783,train
NVJI-0016229,scam,investment,I05,ms,BN,job_board,dalam masa satu jam. pelaburan mata wang kripto. keuntungan harian. hantar wang kepada saya 250. hxxps://investment-i05-57[.]invalid/nv-e5e4273a34 Ref: NV-E5E4273A34,train
NVJI-0053621,scam,investment,I05,ms,BN,telegram,"[unknown_sender] bertindak segera. peluang pelaburan. pulangan dijamin. pindahkan wang sekarang 49. https：//investment-i05-68.invalid/nv-915f78e429 Ref： NV-915F78E429
[recipient] Sahkan melalui saluran rasmi organisasi.
[unknown_sender] bertindak segera. pulangan dijamin.
[recipient] Tiada yuran, deposit, kata laluan, OTP atau pindahan wang diperlukan.
[unknown_sender] pindahkan wang sekarang 49. https://case-68.invalid/nv-915f78e429 Ref: NV-915F78E429",train
NVJI-0020117,scam,investment,I05,ko,KR,chat_group,한 시간 이내. 암호화폐 투자. 매일 수익. 지금 송금하세요 250. hxxps://investment-i05-65[.]invalid/nv-8f28e6eedf Ref: NV-8F28E6EEDF,train
NVJI-0022213,scam,investment,I05,zh,TW,job_board,最后通知. 投资机会. 保证收益. 支付这笔款项 49. https：//investment-i05-27.invalid/nv-bcf5e8cf14 Ref： NV-BCF5E8CF14,train
NVJI-0019749,scam,investment,I05,fr,CA,email,dans une heure... plateforme de trading. sans risque. effectuez le paiement 1000. https://investment-i05-85.invalid/nv-859a617ccb Ref: NV-859A617CCB,train
NVJI-0052742,scam,investment,I06,vi,VN,email,"[unknown_sender] cơ hội đầu tư... không rủi ro; cảnh báo cuối cùng. https://investment-i06-62.invalid/nv-8c609482da
[recipient] Hãy xác minh qua kênh chính thức của tổ chức.
[unknown_sender] hành động ngay lập tức. lợi nhuận đảm bảo.
[recipient] Không yêu cầu phí, tiền đặt cọc, mật khẩu, OTP hoặc chuyển tiền.
[unknown_sender] chuyển tiền ngay 1500. https://case-62.invalid/nv-8c609482da Ref: NV-8C609482DA",train
NVJI-0055830,scam,investment,I06,fr,BE,social_media_dm,"[unknown_sender] investissement en cryptomonnaie. profit garanti; dernier avertissement. https：//investment-i06-46.invalid/nv-92f6f1825c Ref： NV-92F6F1825C
[recipient] Vérifiez par le canal officiel de l’organisation.
[unknown_sender] dernier avertissement. sans risque.
[recipient] Aucun frais, dépôt, mot de passe, OTP ou transfert d’argent n’est requis.
[unknown_sender] effectuez le paiement 75. https://case-46.invalid/nv-92f6f1825c Ref: NV-92F6F1825C",validation
NVJI-0014550,scam,investment,I06,ko,KR,chat_group,거래 플랫폼. 매일 수익; 즉시 조치하세요. hxxps://investment-i06-27[.]invalid/nv-c4568235a7 Ref: NV-C4568235A7,train
NVJI-0053238,scam,investment,I06,ru,RU,whatsapp,"[unknown_sender] инвестиции в криптовалюту. гарантированная прибыль; последнее предупреждение. https：//investment-i06-73.invalid/nv-4daf77d58d Ref： NV-4DAF77D58D
[recipient] Проверьте информацию через официальный канал организации.
[unknown_sender] последнее предупреждение. без риска.
[recipient] Не требуются комиссия, депозит, пароль, OTP или перевод денег.
[unknown_sender] произведите оплату 75. https://case-73.invalid/nv-4daf77d58d Ref: NV-4DAF77D58D",test
NVJI-0013862,scam,investment,I06,bn,BD,sms,ক্রিপ্টো বিনিয়োগ. নিশ্চিত লাভ; এক ঘণ্টার মধ্যে. https：//investment-i06-18.invalid/nv-b464fda864 Ref： NV-B464FDA864,test
NVJI-0012502,scam,investment,I06,ru,RU,telegram,инвестиционная возможность... без риска; в течение часа. https://investment-i06-16.invalid/nv-e21368b8ef Ref: NV-E21368B8EF,train
NVJI-0023878,scam,investment,I06,ja,JP,sms,投資の機会... リスクなし; 1時間以内. https://investment-i06-43.invalid/nv-fb9cf63c91 Ref: NV-FB9CF63C91,validation
NVJI-0017670,scam,investment,I06,ru,RU,email,торговая платформа. ежедневный доход; в течение часа. hxxps://investment-i06-43[.]invalid/nv-7b73636bda Ref: NV-7B73636BDA,validation
NVJI-0016886,scam,investment,I06,ja,JP,sms,暗号資産投資. 利益保証; 1時間以内. https：//investment-i06-35.invalid/nv-c3f21b274d Ref： NV-C3F21B274D,train
NVJI-0052038,scam,investment,I06,th,TH,sms,"[unknown_sender] ลงทุนคริปโต. รับประกันกำไร; ดำเนินการทันที. https：//investment-i06-37.invalid/nv-11a3d0c292 Ref： NV-11A3D0C292
[recipient] ตรวจสอบผ่านช่องทางทางการขององค์กร
[unknown_sender] คำเตือนครั้งสุดท้าย. ไม่มีความเสี่ยง.
[recipient] ไม่ต้องชำระค่าธรรมเนียม เงินมัดจำ รหัสผ่าน OTP หรือโอนเงิน
[unknown_sender] ชำระเงิน 75. https://case-37.invalid/nv-11a3d0c292 Ref: NV-11A3D0C292",test
NVJI-0012023,scam,investment,I07,ko,KR,email,암호화폐 투자... 매일 수익. 결제하세요 2500. Ref: NV-915F129966,train
NVJI-0015271,scam,investment,I07,ja,JP,whatsapp,投資の機会. 利益保証. 今すぐ送金してください 500. Ref: NV-4E1E5CE4A5,validation
NVJI-0054567,scam,investment,I07,tl,SG,email,"[unknown_sender] crypto investment... araw-araw na balik. magpadala ng pera ngayon 2500.
[recipient] Mag-verify sa opisyal na channel ng organisasyon.
[unknown_sender] huling babala. walang panganib.
[recipient] Walang bayad, deposito, password, OTP, o pagpapadala ng pera na kailangan.
[unknown_sender] magbayad ngayon 2500. https://case-44.invalid/nv-d8bbe24bb9 Ref: NV-D8BBE24BB9",train
NVJI-0021271,scam,investment,I07,hi,SG,chat_group,निवेश का अवसर. गारंटीड मुनाफा. अभी पैसे भेजें 500. Ref: NV-F84C4B69F1,validation
NVJI-0013783,scam,investment,I07,fr,CH,telegram,opportunité d'investissement. profit garanti. envoyez-moi de l'argent 500. Ref: NV-239F898BF3,test
NVJI-0054887,scam,investment,I07,ko,KR,social_media_dm,"[unknown_sender] 투자 기회. 수익 보장. 결제하세요 500.
[recipient] 기관의 공식 채널을 통해 독립적으로 확인하세요.
[unknown_sender] 즉시 조치하세요. 수익 보장.
[recipient] 수수료, 보증금, 비밀번호, OTP 또는 송금이 필요하지 않습니다.
[unknown_sender] 지금 송금하세요 500. https://case-73.invalid/nv-6934068c58 Ref: NV-6934068C58",train
NVJI-0020631,scam,investment,I07,th,TH,email,แพลตฟอร์มซื้อขาย. ไม่มีความเสี่ยง. ชำระเงิน 99. Ref： NV-253CC77841,validation
NVJI-0013271,scam,investment,I07,de,CH,chat_group,krypto-investition... tägliche rendite. schicken sie mir geld 2500. Ref: NV-70DF382DAF,train
NVJI-0020023,scam,investment,I07,th,TH,email,โอกาสการลงทุน. รับประกันกำไร. ส่งเงินให้ฉัน 500. Ref: NV-E790CAAD52,validation
NVJI-0054183,scam,investment,I07,ja,JP,whatsapp,"[unknown_sender] 暗号資産投資... 毎日の収益. 支払いをしてください 2500.
[recipient] 組織の公式窓口から独自に確認してください。
[unknown_sender] 最終警告. リスクなし.
[recipient] 手数料、保証金、パスワード、OTP、送金は必要ありません。
[unknown_sender] 支払いをしてください 2500. https://case-48.invalid/nv-ad7ad4f948 Ref: NV-AD7AD4F948",train
NVJI-0054504,scam,investment,I08,ur,PK,email,"[unknown_sender] فوری کارروائی کریں — کرپٹو سرمایہ کاری. یقینی منافع. hxxps://investment-i08-78[.]invalid/nv-90f61081eb.
[recipient] ادارے کے سرکاری ذریعے سے تصدیق کریں۔
[unknown_sender] آخری انتباہ. بغیر خطرہ.
[recipient] کسی فیس، جمع، پاس ورڈ، او ٹی پی یا رقم کی منتقلی کی ضرورت نہیں ہے۔
[unknown_sender] ادائیگی کریں 750. https://case-78.invalid/nv-90f61081eb Ref: NV-90F61081EB",train
NVJI-0053464,scam,investment,I08,vi,VN,chat_group,"[unknown_sender] cảnh báo cuối cùng !!! nền tảng giao dịch... lợi nhuận hàng ngày. https://investment-i08-8.invalid/nv-f618a8e7df.
[recipient] Hãy xác minh qua kênh chính thức của tổ chức.
[unknown_sender] trong vòng một giờ. lợi nhuận hàng ngày.
[recipient] Không yêu cầu phí, tiền đặt cọc, mật khẩu, OTP hoặc chuyển tiền.
[unknown_sender] gửi tiền cho tôi 5000. https://case-8.invalid/nv-f618a8e7df Ref: NV-F618A8E7DF",train
NVJI-0021448,scam,investment,I08,th,TH,telegram,ภายในหนึ่งชั่วโมง — โอกาสการลงทุน. ไม่มีความเสี่ยง. https：//investment-i08-38.invalid/nv-918e023e49. Ref： NV-918E023E49,train
NVJI-0055064,scam,investment,I08,zh,MY,sms,"[unknown_sender] 马上行动 — 投资机会. 稳赚不赔. https：//investment-i08-56.invalid/nv-6f94ff7a01. Ref： NV-6F94FF7A01
[recipient] 请通过机构的官方渠道独立核实。
[unknown_sender] 立即处理. 保证收益.
[recipient] 无需支付费用、押金或转账，也不要提供密码或验证码。
[unknown_sender] 立即转账 120. https://case-56.invalid/nv-6f94ff7a01 Ref: NV-6F94FF7A01",train
NVJI-0021256,scam,investment,I08,ja,JP,whatsapp,最終警告 — 投資の機会. リスクなし. https：//investment-i08-40.invalid/nv-f26fe20b63. Ref： NV-F26FE20B63,train
NVJI-0015864,scam,investment,I08,tl,PH,email,kumilos agad !!! trading platform... araw-araw na balik. https://investment-i08-80.invalid/nv-c553cad6da. Ref: NV-C553CAD6DA,train
NVJI-0052152,scam,investment,I08,th,TH,email,"[unknown_sender] ภายในหนึ่งชั่วโมง — ลงทุนคริปโต. รับประกันกำไร. hxxps://investment-i08-54[.]invalid/nv-759b365ee5.
[recipient] ตรวจสอบผ่านช่องทางทางการขององค์กร
[unknown_sender] คำเตือนครั้งสุดท้าย. ไม่มีความเสี่ยง.
[recipient] ไม่ต้องชำระค่าธรรมเนียม เงินมัดจำ รหัสผ่าน OTP หรือโอนเงิน
[unknown_sender] ชำระเงิน 750. https://case-54.invalid/nv-759b365ee5 Ref: NV-759B365EE5",train
NVJI-0052328,scam,investment,I08,zh,TW,job_board,"[unknown_sender] 马上行动 — 投资机会. 稳赚不赔. https：//investment-i08-36.invalid/nv-61d43d6b4f. Ref： NV-61D43D6B4F
[recipient] 请通过机构的官方渠道独立核实。
[unknown_sender] 立即处理. 保证收益.
[recipient] 无需支付费用、押金或转账，也不要提供密码或验证码。
[unknown_sender] 立即转账 120. https://case-36.invalid/nv-61d43d6b4f Ref: NV-61D43D6B4F",train
NVJI-0020856,scam,investment,I08,ar,AE,whatsapp,خلال ساعة !!! منصة تداول... عائد يومي. https://investment-i08-28.invalid/nv-6ea6f387ae. Ref: NV-6EA6F387AE,train
NVJI-0016408,scam,investment,I08,bn,BD,telegram,এক ঘণ্টার মধ্যে — বিনিয়োগের সুযোগ. ঝুঁকিমুক্ত. https：//investment-i08-42.invalid/nv-75d6e77af6. Ref： NV-75D6E77AF6,validation
NVJI-0052249,scam,investment,I09,tl,SG,sms,"[unknown_sender] huling​ babala.​ trading platform. refundable deposit. magbayad ngayon 1000. https://investment-i09-54.invalid/nv-7b3dd93bc2
[recipient] Mag-verify sa opisyal na channel ng organisasyon.
[unknown_sender] sa loob ng isang oras. release fee.
[recipient] Walang bayad, deposito, password, OTP, o pagpapadala ng pera na kailangan.
[unknown_sender] ipadala sa akin ang pera 1000. https://case-54.invalid/nv-7b3dd93bc2 Ref: NV-7B3DD93BC2",train
NVJI-0055017,scam,investment,I09,ur,PK,chat_group,"[unknown_sender] فوری کارروائی کریں. کرپٹو سرمایہ کاری. ریلیز فیس. ابھی رقم بھیجیں 250. https://investment-i09-9.invalid/nv-8e7d8dfca5
[recipient] ادارے کے سرکاری ذریعے سے تصدیق کریں۔
[unknown_sender] آخری انتباہ. قابل واپسی جمع.
[recipient] کسی فیس، جمع، پاس ورڈ، او ٹی پی یا رقم کی منتقلی کی ضرورت نہیں ہے۔
[unknown_sender] ادائیگی کریں 250. https://case-9.invalid/nv-8e7d8dfca5 Ref: NV-8E7D8DFCA5",train
NVJI-0054185,scam,investment,I09,th,TH,whatsapp,"[unknown_sender] ภายในหนึ่งชั่วโมง. โอกาสการลงทุน. ค่าดำเนินการ. ชำระเงิน 49. https://investment-i09-50.invalid/nv-f7f901d4c7
[recipient] ตรวจสอบผ่านช่องทางทางการขององค์กร
[unknown_sender] ดำเนินการทันที. ค่าดำเนินการ.
[recipient] ไม่ต้องชำระค่าธรรมเนียม เงินมัดจำ รหัสผ่าน OTP หรือโอนเงิน
[unknown_sender] โอนเงินตอนนี้ 49. https://case-50.invalid/nv-f7f901d4c7 Ref: NV-F7F901D4C7",train
NVJI-0019737,scam,investment,I09,ko,KR,chat_group,최종​ 경고.​ 거래 플랫폼. 환불 가능한 보증금. 저에게 돈을 보내세요 1000. https://investment-i09-73.invalid/nv-8ac753bf5d Ref: NV-8AC753BF5D,train
NVJI-0054809,scam,investment,I09,ar,SA,chat_group,"[unknown_sender] تصرف فوراً. فرصة استثمار. رسوم المعالجة. حوّل المال الآن 49. https://investment-i09-92.invalid/nv-437710bc35
[recipient] تحقق بشكل مستقل عبر القناة الرسمية للمؤسسة.
[unknown_sender] تصرف فوراً. رسوم المعالجة.
[recipient] لا يلزم دفع رسوم أو وديعة أو تقديم كلمة مرور أو رمز تحقق أو تحويل أموال.
[unknown_sender] حوّل المال الآن 49. https://case-92.invalid/nv-437710bc35 Ref: NV-437710BC35",train
NVJI-0020665,scam,investment,I09,ur,IN,sms,ایک گھنٹے کے اندر. سرمایہ کاری کا موقع. پروسیسنگ فیس. ادائیگی کریں 49. https://investment-i09-31.invalid/nv-b6e3ce7f95 Ref: NV-B6E3CE7F95,train
NVJI-0015161,scam,investment,I09,tl,SG,chat_group,kumilos agad. crypto investment. release fee. ipadala sa akin ang pera 250. https://investment-i09-56.invalid/nv-00ec0ab95b Ref: NV-00EC0AB95B,train
NVJI-0021929,scam,investment,I09,ms,BN,whatsapp,bertindak segera. pelaburan mata wang kripto. yuran pelepasan. hantar wang kepada saya 250. https://investment-i09-34.invalid/nv-e339e3f969 Ref: NV-E339E3F969,train
NVJI-0020633,scam,investment,I09,tl,SG,email,kumilos agad. crypto investment. release fee. magbayad ngayon 250. https://investment-i09-96.invalid/nv-ba7711d28c Ref: NV-BA7711D28C,train
NVJI-0017369,scam,investment,I09,ms,BN,sms,notis terakhir. pelaburan mata wang kripto. yuran pelepasan. hantar wang kepada saya 250. https://investment-i09-33.invalid/nv-842136192f Ref: NV-842136192F,train
NVJI-0015658,scam,investment,I10,zh,TW,social_media_dm,投资机会.​ 马上行动;​ 马上行动. https://investment-i10-68.invalid/nv-3815c00661 Ref: NV-3815C00661,train
NVJI-0014778,scam,investment,I10,ko,KR,job_board,거래 플랫폼. 한 시간 이내; 최종 경고. https://investment-i10-61.invalid/nv-169f1025e6 Ref: NV-169F1025E6,validation
NVJI-0020858,scam,investment,I10,ko,KR,whatsapp,암호화폐 투자. 즉시 조치하세요; 즉시 조치하세요. https://investment-i10-30.invalid/nv-8df9dd5f5d Ref: NV-8DF9DD5F5D,train
NVJI-0016362,scam,investment,I10,ms,SG,whatsapp,platform dagangan. dalam masa satu jam; notis terakhir. https://investment-i10-93.invalid/nv-44c248a97c Ref: NV-44C248A97C,validation
NVJI-0015674,scam,investment,I10,tl,PH,telegram,crypto investment. kumilos agad; kumilos agad. https://investment-i10-84.invalid/nv-02f381f72c Ref: NV-02F381F72C,train
NVJI-0013530,scam,investment,I10,zh,SG,telegram,外汇交易平台. 最后通知; 最后通知. https://investment-i10-74.invalid/nv-3b27f2334a Ref: NV-3B27F2334A,train
NVJI-0020410,scam,investment,I10,ta,LK,chat_group,முதலீட்டு​ வாய்ப்பு.​ இறுதி அறிவிப்பு; இறுதி அறிவிப்பு. https://investment-i10-67.invalid/nv-f15e2da023 Ref: NV-F15E2DA023,validation
NVJI-0019802,scam,investment,I10,ta,LK,chat_group,கிரிப்டோ முதலீடு. உடனடியாக செயல்படவும்; ஒரு மணி நேரத்திற்குள். https://investment-i10-41.invalid/nv-d2b369c55f Ref: NV-D2B369C55F,validation
NVJI-0016378,scam,investment,I10,ru,RU,chat_group,инвестиционная​ возможность.​ последнее предупреждение; последнее предупреждение. https://investment-i10-12.invalid/nv-a66addd001 Ref: NV-A66ADDD001,train
NVJI-0012426,scam,investment,I10,ru,RU,job_board,торговая платформа. в течение часа; действуйте немедленно. https://investment-i10-37.invalid/nv-ea35823268 Ref: NV-EA35823268,train
NVJI-0053835,scam,investment,I11,fr,CH,social_media_dm,"[unknown_sender] investissement​ en​ cryptomonnaie. dans une heure. transférez l'argent maintenant 2500.
[recipient] Vérifiez par le canal officiel de l’organisation.
[unknown_sender] dernier avertissement. dernier avertissement.
[recipient] Aucun frais, dépôt, mot de passe, OTP ou transfert d’argent n’est requis.
[unknown_sender] effectuez le paiement 2500. https://case-88.invalid/nv-a86bf43239 Ref: NV-A86BF43239",train
NVJI-0022203,scam,investment,I11,bn,IN,telegram,ট্রেডিং প্ল্যাটফর্ম. শেষ সতর্কতা. এখনই টাকা পাঠান 99. Ref: NV-3587B25DF5,train
NVJI-0013323,scam,investment,I11,ta,MY,email,வர்த்தக தளம். இறுதி அறிவிப்பு. உடனே பணம் அனுப்பவும் 99. Ref: NV-C1416EA639,train
NVJI-0021291,scam,investment,I11,bn,IN,chat_group,ট্রেডিং প্ল্যাটফর্ম. শেষ সতর্কতা. পেমেন্ট করুন 99. Ref: NV-FC0122AA1E,train
NVJI-0017451,scam,investment,I11,de,DE,sms,handelsplattform. letzte warnung. leisten sie die zahlung 99. Ref: NV-B39D2D2E99,test
NVJI-0020603,scam,investment,I11,pt,PT,sms,investimento​ em​ criptomoedas. dentro de uma hora. faça o pagamento 2500. Ref: NV-F9CF1163B3,train
NVJI-0019755,scam,investment,I11,ja,JP,job_board,取引プラットフォーム. 最終警告. 私にお金を送って 99. Ref: NV-2496F9EF42,train
NVJI-0022923,scam,investment,I11,de,DE,social_media_dm,handelsplattform. letzte warnung. überweisen sie das geld sofort 99. Ref: NV-6655DE218E,train
NVJI-0014251,scam,investment,I11,en,AU,social_media_dm,investment opportunity: pre-IPO shares. limited pre-IPO allocation closes before the public listing. act immediately. transfer the money now 500. Contact us off-platform. Ref: NV-6F375556D3,train
NVJI-0021947,scam,investment,I11,zh,HK,sms,加密货币投资.​ 最后通知.​ 立即转账 2500. Ref: NV-F6693C3619,train
NVJI-0021324,scam,investment,I12,es,US,email,dentro​ de​ una hora — tareas sencillas con comisión. dentro de una hora. https://investment-i12-11.invalid/nv-765260a289. Ref: NV-765260A289,train
NVJI-0017548,scam,investment,I12,bn,BD,social_media_dm,শেষ সতর্কতা — খণ্ডকালীন চাকরি. শেষ সতর্কতা. https://investment-i12-18.invalid/nv-1eaaa4bbca. Ref: NV-1EAAA4BBCA,train
NVJI-0015276,scam,investment,I12,ru,RU,email,в​ течение​ часа — простые задания за комиссию. в течение часа. https://investment-i12-74.invalid/nv-5f9729c7a3. Ref: NV-5F9729C7A3,train
NVJI-0016508,scam,investment,I12,th,TH,sms,ภายในหนึ่งชั่วโมง — ทำงานจากที่บ้าน. ดำเนินการทันที. https://investment-i12-45.invalid/nv-46da1b1023. Ref: NV-46DA1B1023,train
NVJI-0019500,scam,investment,I12,es,ES,social_media_dm,actúa​ inmediatamente​ — tareas sencillas con comisión. dentro de una hora. https://investment-i12-30.invalid/nv-9a4e9b5ed4. Ref: NV-9A4E9B5ED4,train
NVJI-0023260,scam,investment,I12,ta,SG,social_media_dm,உடனடியாக செயல்படவும் — பகுதி நேர வேலை. இறுதி அறிவிப்பு. https://investment-i12-7.invalid/nv-281cdb6b0f. Ref: NV-281CDB6B0F,train
NVJI-0022140,scam,investment,I12,id,ID,telegram,pemberitahuan​ terakhir​ — tugas mudah dapat komisi. dalam satu jam. https://investment-i12-51.invalid/nv-329fd59ffe. Ref: NV-329FD59FFE,train
NVJI-0021180,scam,investment,I12,ja,JP,social_media_dm,1時間以内​ —​ 高収入アルバイト. 1時間以内. https://investment-i12-61.invalid/nv-6fcd995a04. Ref: NV-6FCD995A04,train
NVJI-0055580,scam,investment,I12,id,MY,social_media_dm,"[unknown_sender] dalam satu jam — pekerjaan paruh waktu. pemberitahuan terakhir. https://investment-i12-87.invalid/nv-83389ccfe7.
[recipient] Verifikasi melalui saluran resmi organisasi.
[unknown_sender] bertindak segera. bertindak segera.
[recipient] Tidak diperlukan biaya, deposit, kata sandi, OTP, atau transfer uang.
[unknown_sender] transfer uang sekarang 120. https://case-87.invalid/nv-83389ccfe7 Ref: NV-83389CCFE7",train
NVJI-0055548,scam,investment,I12,bn,BD,whatsapp,"[unknown_sender] অবিলম্বে ব্যবস্থা নিন — বাড়ি থেকে কাজ. অবিলম্বে ব্যবস্থা নিন. https://investment-i12-55.invalid/nv-51b6221376.
[recipient] প্রতিষ্ঠানের সরকারি চ্যানেলে যাচাই করুন।
[unknown_sender] শেষ সতর্কতা. শেষ সতর্কতা.
[recipient] কোনো ফি, জমা, পাসওয়ার্ড, ওটিপি বা টাকা পাঠানো প্রয়োজন নেই।
[unknown_sender] পেমেন্ট করুন 750. https://case-55.invalid/nv-51b6221376 Ref: NV-51B6221376",train
NVJI-0054045,scam,investment,I13,de,DE,social_media_dm,"[unknown_sender] handeln sie sofort. krypto-investition. tägliche rendite. überweisen sie das geld sofort 250. hxxps://investment-i13-7[.]invalid/nv-bdbdac20ca
[recipient] Prüfen Sie dies über den offiziellen Kanal der Organisation.
[unknown_sender] letzte warnung. risikofrei.
[recipient] Es sind keine Gebühr, Kaution, Passwort, OTP oder Geldüberweisung erforderlich.
[unknown_sender] leisten sie die zahlung 250. https://case-7.invalid/nv-bdbdac20ca Ref: NV-BDBDAC20CA",train
NVJI-0019869,scam,investment,I13,ja,JP,whatsapp,直ちに対応してください... 取引プラットフォーム. リスクなし. 支払いをしてください 1000. https://investment-i13-11.invalid/nv-9af74c0241 Ref: NV-9AF74C0241,train
NVJI-0014221,scam,investment,I13,de,AT,whatsapp,innerhalb einer stunde. investitionsmöglichkeit. garantierter gewinn. überweisen sie das geld sofort 49. https：//investment-i13-86.invalid/nv-b98d982954 Ref： NV-B98D982954,train
NVJI-0015789,scam,investment,I13,ru,KZ,chat_group,в течение часа... торговая платформа. без риска. произведите оплату 1000. https://investment-i13-5.invalid/nv-9cd9c6c39b Ref: NV-9CD9C6C39B,validation
NVJI-0015341,scam,investment,I13,fr,CA,email,agissez immédiatement. investissement en cryptomonnaie. rendement quotidien. envoyez-moi de l'argent 250. hxxps://investment-i13-42[.]invalid/nv-6be7c2c895 Ref: NV-6BE7C2C895,train
NVJI-0016285,scam,investment,I13,zh,SG,email,立即处理. 投资机会. 保证收益. 汇款给我 49. https：//investment-i13-16.invalid/nv-8fb8136534 Ref： NV-8FB8136534,train
NVJI-0015949,scam,investment,I13,fr,CA,email,dans une heure. opportunité d'investissement. profit garanti. transférez l'argent maintenant 49. https：//investment-i13-68.invalid/nv-19b21cd277 Ref： NV-19B21CD277,train
NVJI-0017293,scam,investment,I13,ms,MY,email,bertindak segera. peluang pelaburan. pulangan dijamin. hantar wang kepada saya 49. https：//investment-i13-54.invalid/nv-a26838642c Ref： NV-A26838642C,train
NVJI-0022477,scam,investment,I13,ru,KZ,telegram,действуйте немедленно. инвестиционная возможность. гарантированная прибыль. произведите оплату 49. https：//investment-i13-0.invalid/nv-63bdf17ce6 Ref： NV-63BDF17CE6,train
NVJI-0023085,scam,investment,I13,ru,KZ,telegram,последнее предупреждение... торговая платформа. без риска. отправьте мне деньги 1000. https://investment-i13-26.invalid/nv-92f7197030 Ref: NV-92F7197030,validation
NVJI-0018766,scam,investment,I14,ar,EG,social_media_dm,فرصة استثمار... بدون مخاطر; خلال ساعة. https://investment-i14-72.invalid/nv-620bba5db4 Ref: NV-620BBA5DB4,train
NVJI-0055326,scam,investment,I14,vi,VN,social_media_dm,"[unknown_sender] đầu tư tiền điện tử. lợi nhuận đảm bảo; cảnh báo cuối cùng. https：//investment-i14-27.invalid/nv-eb0b6c7d15 Ref： NV-EB0B6C7D15
[recipient] Hãy xác minh qua kênh chính thức của tổ chức.
[unknown_sender] cảnh báo cuối cùng. không rủi ro.
[recipient] Không yêu cầu phí, tiền đặt cọc, mật khẩu, OTP hoặc chuyển tiền.
[unknown_sender] thực hiện thanh toán 75. https://case-27.invalid/nv-eb0b6c7d15 Ref: NV-EB0B6C7D15",test
NVJI-0013598,scam,investment,I14,ar,EG,email,استثمار العملات المشفرة. ربح مضمون; تحذير أخير. https：//investment-i14-45.invalid/nv-a95759e41e Ref： NV-A95759E41E,train
NVJI-0053342,scam,investment,I14,de,CH,sms,"[unknown_sender] investitionsmöglichkeit... risikofrei; handeln sie sofort. https://investment-i14-80.invalid/nv-2b26f09146
[recipient] Prüfen Sie dies über den offiziellen Kanal der Organisation.
[unknown_sender] handeln sie sofort. garantierter gewinn.
[recipient] Es sind keine Gebühr, Kaution, Passwort, OTP oder Geldüberweisung erforderlich.
[unknown_sender] überweisen sie das geld sofort 1500. https://case-80.invalid/nv-2b26f09146 Ref: NV-2B26F09146",train
NVJI-0014798,scam,investment,I14,th,TH,social_media_dm,ลงทุนคริปโต. รับประกันกำไร; ภายในหนึ่งชั่วโมง. https：//investment-i14-81.invalid/nv-3bcf22d672 Ref： NV-3BCF22D672,train
